"emp_no","first_name","last_name","hire_date"
411462,"Gianluca","Lamma","1986-12-27"
224217,"Radhia","Lamma","1986-09-23"
447641,"Fay","Lamma","1986-10-04"
230210,"Mayumi","Lamma","1986-10-21"
223331,"Mart","Lamma","1986-02-24"
228704,"Conal","Lamma","1986-08-15"
260325,"Zorica","Lamma","1986-07-20"
53088,"Mechthild","Lamma","1986-05-19"
256602,"Vojin","Lamma","1986-04-08"
262917,"Monique","Lamma","1986-03-05"
432936,"Youjian","Lamma","1986-09-29"
216373,"Kannan","Lamma","1986-01-10"
17380,"Giao","Lamma","1986-07-05"
290740,"Baocai","Lamma","1986-02-18"
77663,"Taiji","Lamma","1986-04-03"
33340,"Gila","Lamma","1986-07-17"
60373,"Maria","Lamma","1986-05-15"
451363,"Serif","Lamma","1986-11-26"
480532,"Kazuhiro","Lamma","1986-01-15"
228939,"Magdalena","Lamma","1986-01-23"
423673,"Peternela","Lamma","1986-02-05"
416201,"Ger","Lamma","1986-06-14"
415959,"Yechiam","Lamma","1986-09-19"
65394,"Jacqueline","Lamma","1986-04-27"
277081,"Mooi","Lamma","1986-07-26"
491328,"Sanjay","Lamma","1986-05-05"
230970,"Alper","Lammel","1986-01-20"
15292,"Miyeon","Lammel","1986-07-31"
228788,"Saddek","Lammel","1986-02-01"
29852,"Chinya","Lammel","1986-04-19"
264759,"Valeri","Lammel","1986-01-16"
101036,"Stamatina","Lammel","1986-03-22"
232187,"Akeel","Lammel","1986-10-02"
236044,"Barry","Lammel","1986-05-10"
69491,"Josyula","Lammel","1986-11-11"
207503,"Jouko","Lammel","1986-07-16"
202916,"Jeane","Lammel","1986-11-12"
227203,"Ymte","Lammel","1986-08-06"
66560,"Leaf","Lammel","1986-02-22"
486581,"Genevieve","Lammel","1986-12-22"
57544,"Gererd","Lammel","1986-04-11"
203190,"Kersti","Lammel","1986-02-21"
60400,"Shimshon","Lammel","1986-12-18"
470134,"Heping","Lammel","1986-04-17"
236789,"Takanari","Lammel","1986-09-22"
40339,"Aleksandar","Lammel","1986-06-10"
271378,"Holgard","Lammel","1986-03-23"
263660,"Hsiangchu","Lammel","1986-04-24"
496513,"Chaosheng","Lammel","1986-03-22"
495415,"Tadanori","Lammel","1986-01-08"
287714,"Sachem","Lammel","1986-08-13"
429581,"Luigi","Lamparter","1986-03-07"
416089,"Mack","Lamparter","1986-12-11"
404172,"Bodh","Lamparter","1986-10-29"
239786,"Mang","Lamparter","1986-07-08"
94016,"Dinah","Lamparter","1986-06-06"
84553,"Ekawit","Lamparter","1986-07-31"
495674,"Surveyors","Lamparter","1986-05-11"
46749,"Gaetan","Lamparter","1986-11-10"
298308,"Martijn","Lamparter","1986-10-04"
285676,"Yuuichi","Lamparter","1986-02-06"
272858,"Kauko","Lamparter","1986-01-23"
31213,"Koldo","Lamparter","1986-03-14"
260573,"Abdulla","Lamparter","1986-12-30"
488263,"Cristinel","Lamparter","1986-08-21"
24018,"Oddvar","Lamparter","1986-11-23"
258013,"Wilmer","Lamparter","1986-10-28"
241784,"Francesca","Lamparter","1986-07-27"
70607,"Raimond","Lamparter","1986-07-12"
271437,"Jianhao","Lamparter","1986-03-31"
288345,"Tuval","Lamparter","1986-11-06"
447475,"Tremaine","Lamparter","1986-06-21"
283589,"Ravishankar","Lamparter","1986-09-24"
85343,"Flemming","Lamparter","1986-11-02"
84657,"Shigeichiro","Lamparter","1986-11-10"
478020,"Jaques","Lamparter","1986-04-28"
83035,"Mart","Lamparter","1986-02-01"
464550,"Xuedong","Lamparter","1986-09-10"
202011,"Fei","Lamparter","1986-04-14"
402791,"Surveyors","Lampe","1986-10-24"
55383,"Junsik","Lampe","1986-11-17"
45793,"Shahar","Lampe","1986-07-27"
457607,"Rildo","Lampe","1986-05-20"
456722,"Takahito","Lampe","1986-01-05"
67589,"Hausi","Lampe","1986-08-02"
299606,"Roddy","Lampe","1986-01-15"
442120,"Gita","Lampe","1986-06-24"
32899,"Heather","Lampe","1986-01-28"
214492,"Xiahua","Lampe","1986-04-05"
21174,"Alassane","Lampe","1986-03-05"
254257,"Xiaobin","Lampe","1986-11-17"
490617,"Changho","Lampe","1986-09-30"
74095,"Heeju","Landherr","1986-10-29"
482483,"Debaprosad","Landherr","1986-06-20"
229540,"Jahangir","Landherr","1986-10-02"
82562,"Szabolcs","Landherr","1986-08-31"
412011,"Shai","Landherr","1986-07-09"
416893,"Malu","Landherr","1986-06-16"
448679,"Goncalo","Landherr","1986-07-07"
439488,"Olivera","Landherr","1986-06-23"
52518,"Lobel","Landherr","1986-06-03"
455489,"Kirk","Landherr","1986-06-05"
255608,"Ymte","Landherr","1986-09-15"
444207,"Eric","Landherr","1986-07-09"
249280,"Yaghout","Landherr","1986-07-23"
222643,"Shounak","Landherr","1986-02-09"
289299,"Premal","Landherr","1986-05-03"
30370,"Kaijung","Landherr","1986-09-08"
44527,"Alexius","Landherr","1986-09-03"
213186,"Paris","Landherr","1986-08-07"
216911,"Evgueni","Landherr","1986-05-26"
232382,"Shir","Landherr","1986-06-03"
224704,"Adly","Landherr","1986-04-20"
413280,"Radoslaw","Landherr","1986-12-24"
215650,"Mona","Landherr","1986-11-12"
470962,"Shaz","Langford","1986-06-24"
71123,"Sigeru","Langford","1986-05-17"
260832,"Shigeu","Langford","1986-12-19"
259668,"Marek","Langford","1986-09-03"
15476,"Zhaofang","Langford","1986-09-28"
45347,"Caolyn","Langford","1986-04-05"
219843,"Mariusz","Langford","1986-07-23"
429218,"Baoqiu","Langford","1986-11-24"
88970,"Adam","Langford","1986-02-08"
460151,"Steve","Langford","1986-08-22"
224595,"Menkae","Langford","1986-02-19"
39643,"Olivera","Langford","1986-02-19"
86890,"Atilio","Langford","1986-04-01"
247200,"Zeljko","Langford","1986-06-10"
424037,"Sumant","Langford","1986-12-01"
466887,"Barry","Langford","1986-01-05"
105934,"Gor","Langford","1986-03-03"
252788,"Toney","Lanphier","1986-09-10"
472834,"Giordano","Lanphier","1986-08-11"
45546,"Gopalakrishnan","Lanphier","1986-05-31"
87526,"Turgut","Lanphier","1986-03-15"
262975,"Suvo","Lanphier","1986-08-29"
476888,"Gill","Lanphier","1986-11-30"
495891,"Shan","Lanphier","1986-03-14"
50890,"Zhilian","Lanphier","1986-08-07"
82665,"Adel","Lanphier","1986-08-30"
449642,"Persi","Lanphier","1986-08-09"
445626,"Satoru","Lanphier","1986-02-13"
19847,"Aamod","Lanphier","1986-04-11"
16546,"Sangeeta","Lanphier","1986-03-16"
294412,"Marit","Lanphier","1986-03-31"
79018,"Susumu","Lanphier","1986-11-28"
409894,"Bowen","Lanphier","1986-03-08"
100812,"Saniya","Lanphier","1986-01-01"
240635,"Manibrata","Lanphier","1986-12-26"
93535,"Fox","Lanphier","1986-04-14"
444367,"Xuejun","Lanphier","1986-05-07"
32867,"Huei","Lanphier","1986-12-10"
17878,"Gil","Lanphier","1986-10-16"
207817,"Goetz","Lanphier","1986-01-23"
250063,"Koichi","Lanphier","1986-11-01"
275190,"Phuoc","Lanphier","1986-11-08"
426437,"Isamu","Lanphier","1986-02-19"
438007,"Fumiya","Lanphier","1986-03-04"
20098,"Domenick","Lanphier","1986-08-14"
299854,"IEEE","Lanteri","1986-04-03"
475938,"Shigeaki","Lanteri","1986-09-17"
203377,"Giordano","Lanteri","1986-07-09"
84204,"Christoph","Lanteri","1986-02-19"
451607,"Falguni","Lanteri","1986-12-11"
439179,"Yurii","Lanteri","1986-03-29"
36114,"Alassane","Lanteri","1986-03-15"
244753,"Xumin","Lanteri","1986-07-17"
49173,"Chikara","Lanteri","1986-10-13"
252463,"Remmert","Lanteri","1986-06-01"
63933,"Phuoc","Lanteri","1986-01-02"
282728,"Remko","Lanteri","1986-01-28"
472612,"Anyuan","Lanteri","1986-12-11"
257225,"Yuping","Lanteri","1986-09-18"
104591,"Rasikan","Lanteri","1986-02-22"
247170,"Wonhee","Lanteri","1986-05-21"
459683,"Changho","Lanzelotte","1986-01-30"
107083,"Fayez","Lanzelotte","1986-09-11"
102945,"Pranay","Lanzelotte","1986-04-23"
290099,"Kerryn","Lanzelotte","1986-07-01"
66650,"Luigi","Lanzelotte","1986-11-03"
77746,"Yuqun","Lanzelotte","1986-09-11"
39663,"Mabry","Lanzelotte","1986-06-09"
299555,"Mahendra","Lanzelotte","1986-04-04"
38412,"Subir","Lanzelotte","1986-12-10"
414669,"Raimond","Lanzelotte","1986-09-25"
412578,"Youngkon","Lanzelotte","1986-11-01"
440301,"Sven","Lanzelotte","1986-10-05"
61333,"LiMin","Lanzelotte","1986-11-03"
103052,"Byong","Lanzelotte","1986-11-09"
445578,"Dipayan","Lanzelotte","1986-11-02"
56881,"Uno","Lanzelotte","1986-08-06"
30830,"Yannis","Lanzelotte","1986-05-24"
408272,"Stabislas","Lanzelotte","1986-02-01"
261762,"Mohammed","Lanzelotte","1986-11-22"
402406,"Mats","Larfeldt","1986-05-17"
402843,"Marco","Larfeldt","1986-09-04"
210828,"Etsuo","Larfeldt","1986-10-31"
40291,"Sushant","Larfeldt","1986-03-18"
442283,"Geraldo","Larfeldt","1986-08-06"
424142,"Turgut","Larfeldt","1986-01-22"
403485,"Jeane","Larfeldt","1986-10-02"
28569,"Uzi","Larfeldt","1986-04-05"
433577,"Satoru","Larfeldt","1986-03-10"
434684,"Rimli","Larfeldt","1986-11-24"
429037,"Doowon","Larfeldt","1986-01-22"
297028,"Erzsebet","Larfeldt","1986-10-30"
204580,"Vincent","Larfeldt","1986-09-20"
18213,"Mabhin","Larfeldt","1986-07-23"
494194,"Shin","Larfeldt","1986-12-22"
296299,"Kiyomitsu","Larfeldt","1986-11-30"
207346,"Uri","Larfeldt","1986-08-04"
453380,"Nectarios","Larfeldt","1986-03-17"
263881,"Chinhyun","Larfeldt","1986-07-20"
99627,"Nigel","Larfeldt","1986-07-11"
479157,"Jacopo","Larfeldt","1986-01-13"
424056,"Radhakrishnan","Larfeldt","1986-05-20"
466321,"Sajjad","Larfeldt","1986-11-27"
408717,"JoAnna","Larfeldt","1986-02-21"
296304,"Stevo","Larfeldt","1986-01-06"
421394,"Annemarie","Larfeldt","1986-11-16"
206470,"Shaowei","Larfeldt","1986-02-12"
243845,"Selwyn","Larfeldt","1986-07-19"
15945,"Hauke","Larfeldt","1986-11-15"
457634,"Zhongwei","Laurillard","1986-01-03"
53368,"Kwangho","Laurillard","1986-09-27"
470209,"Persi","Laurillard","1986-08-08"
256405,"Youjian","Laurillard","1986-10-08"
236514,"Zeljko","Laurillard","1986-09-26"
423404,"Moheb","Laurillard","1986-03-21"
229864,"Horward","Laurillard","1986-07-11"
235035,"Renny","Laurillard","1986-05-10"
81718,"Koldo","Laurillard","1986-07-02"
107300,"Berhard","Laurillard","1986-02-21"
37092,"Ung","Laurillard","1986-06-01"
43782,"Anneli","Laurillard","1986-07-14"
428401,"Dinkar","Laurillard","1986-04-14"
16791,"Peternela","Laurillard","1986-04-27"
449558,"DAIDA","Laurillard","1986-04-21"
421199,"Irene","Laurillard","1986-01-18"
461949,"Duro","Laurillard","1986-08-23"
286286,"Elrique","Laurillard","1986-04-23"
34287,"Remko","Laurillard","1986-04-20"
490763,"Tomoyuki","Laurillard","1986-06-11"
260552,"Danel","Laurillard","1986-06-23"
420982,"Serge","Laurillard","1986-12-05"
254750,"Basant","Laurillard","1986-06-11"
80959,"Mrinalini","Laventhal","1986-05-04"
472715,"Zhensheng","Laventhal","1986-01-02"
451928,"Ramya","Laventhal","1986-07-06"
37722,"Stein","Laventhal","1986-03-31"
101517,"Hsiangchu","Laventhal","1986-11-30"
409176,"Ewing","Laventhal","1986-06-13"
266223,"Parke","Laventhal","1986-01-12"
453188,"Cordelia","Laventhal","1986-03-10"
492428,"Adin","Laventhal","1986-07-11"
458009,"Rosine","Laventhal","1986-11-05"
258932,"Tamiya","Laventhal","1986-04-03"
243477,"Satyanarayana","Laventhal","1986-07-12"
75726,"Manu","Laventhal","1986-03-22"
446792,"Nahum","Laventhal","1986-08-24"
41936,"Munehiko","Laventhal","1986-05-20"
493162,"Domenick","Laventhal","1986-03-19"
219872,"Gladys","Laventhal","1986-08-24"
214197,"Mototsugu","Leaver","1986-02-13"
287603,"Domenico","Leaver","1986-03-15"
224525,"Matt","Leaver","1986-05-13"
38313,"Seshu","Leaver","1986-09-10"
414578,"Djelloul","Leaver","1986-09-06"
263302,"Kyoichi","Leaver","1986-02-21"
255632,"Yongqiao","Leaver","1986-02-12"
497653,"Changho","Leaver","1986-10-25"
253143,"Bangqing","Leaver","1986-08-13"
224266,"Insup","Leaver","1986-11-20"
76432,"Dulce","Leaver","1986-04-12"
23288,"Sanjoy","Leaver","1986-04-19"
90898,"Feixiong","Leaver","1986-06-14"
255039,"Chuanti","Leaver","1986-03-22"
85979,"Uinam","Leaver","1986-01-30"
475538,"Christophe","Leaver","1986-01-21"
254704,"Rafail","Leaver","1986-02-02"
205609,"Bezalel","Leaver","1986-06-22"
273867,"Arch","Leaver","1986-12-10"
495981,"Parviz","Leaver","1986-04-10"
54781,"Chinho","Leaver","1986-02-20"
471964,"Janche","Leaver","1986-03-12"
295826,"Prasadram","Leaver","1986-12-25"
499542,"Luerbio","Leaver","1986-03-13"
414970,"Kellie","Leaver","1986-04-04"
440649,"Leaf","Legleitner","1986-08-23"
202663,"Mads","Legleitner","1986-07-11"
493266,"Constantijn","Legleitner","1986-05-25"
445346,"Stella","Legleitner","1986-08-30"
101338,"Nobuyoshi","Legleitner","1986-09-05"
32002,"Mototsugu","Legleitner","1986-07-03"
487718,"Shirish","Legleitner","1986-04-01"
30652,"Mingdong","Legleitner","1986-10-05"
23386,"Gunilla","Legleitner","1986-11-15"
434051,"Steve","Legleitner","1986-09-20"
242341,"Mansur","Legleitner","1986-12-08"
476277,"Neelam","Legleitner","1986-08-06"
484108,"Isaac","Legleitner","1986-03-04"
452236,"Heather","Legleitner","1986-12-04"
49485,"Yongdong","Legleitner","1986-07-13"
284728,"Aris","Legleitner","1986-10-13"
104013,"Kazuhira","Legleitner","1986-05-14"
90483,"Zhaofang","Legleitner","1986-08-28"
256171,"Gurbir","Legleitner","1986-05-06"
88392,"Radoslaw","Legleitner","1986-12-20"
29059,"Arumugam","Legleitner","1986-06-29"
53745,"Byong","Legleitner","1986-04-13"
74498,"Anwar","Legleitner","1986-08-26"
204098,"Goetz","Legleitner","1986-11-10"
19402,"Berna","Legleitner","1986-01-16"
34510,"Gad","Legleitner","1986-10-27"
439560,"Peternela","Legleitner","1986-06-05"
64991,"Nirmal","Legleitner","1986-01-20"
216385,"Youssef","Leijenhorst","1986-05-28"
72319,"Armond","Leijenhorst","1986-01-26"
11716,"Anneli","Leijenhorst","1986-04-17"
439720,"Nikolaus","Leijenhorst","1986-12-31"
28812,"Shakhar","Leijenhorst","1986-06-15"
65217,"Magdalena","Leijenhorst","1986-10-31"
43084,"Babette","Leijenhorst","1986-01-11"
404762,"Mara","Leijenhorst","1986-05-11"
254212,"Mayuri","Leijenhorst","1986-03-27"
211236,"Arvind","Leijenhorst","1986-01-23"
251198,"Mayumi","Leijenhorst","1986-06-07"
426404,"Hugh","Leijenhorst","1986-07-18"
250376,"Boutros","Leijenhorst","1986-10-26"
407920,"Quingbo","Leijenhorst","1986-02-17"
450208,"Rosalie","Leijenhorst","1986-03-17"
427595,"Noritoshi","Leijenhorst","1986-04-02"
436965,"Falguni","Leijenhorst","1986-06-22"
468574,"Dines","Leijenhorst","1986-11-22"
203199,"Mayuri","Leijenhorst","1986-08-29"
91228,"Hauke","Leijenhorst","1986-03-04"
460311,"Hausi","Leijenhorst","1986-01-10"
433667,"Tzvetan","Leijenhorst","1986-11-22"
432154,"Nikolaus","Leivant","1986-03-23"
249804,"Limsoon","Leivant","1986-09-14"
215131,"Manton","Leivant","1986-03-22"
260813,"Fatemeh","Leivant","1986-04-08"
217857,"Ronnie","Leivant","1986-02-12"
410109,"JoAnna","Leivant","1986-04-03"
494129,"Tsutomu","Leivant","1986-01-19"
251541,"Jessie","Leivant","1986-01-22"
255856,"Boalin","Leivant","1986-08-26"
459196,"Neven","Leivant","1986-09-02"
243584,"Chikako","Leivant","1986-02-11"
109478,"Jackson","Leivant","1986-12-30"
481844,"Arunas","Leivant","1986-03-26"
213276,"Mingdong","Leivant","1986-05-16"
52395,"Lakshmi","Leivant","1986-03-15"
245315,"Shichao","Leivant","1986-03-12"
468034,"Elvia","Leivant","1986-07-27"
24230,"Sanjoy","Leivant","1986-09-21"
481845,"Harngdar","Leivant","1986-04-23"
255557,"Saddek","Leivant","1986-11-06"
202957,"Mary","Leivant","1986-07-09"
211302,"Kyoichi","Leivant","1986-08-04"
109854,"Aluzio","Leivant","1986-02-22"
428528,"Vishv","Leivant","1986-06-08"
237005,"Hyuckchul","Leivant","1986-03-06"
246672,"Suebskul","Leivant","1986-10-22"
94709,"Brewster","Lemarechal","1986-10-21"
488327,"Takushi","Lemarechal","1986-05-02"
423604,"Hyuckchul","Lemarechal","1986-01-15"
480219,"Luise","Lemarechal","1986-11-24"
206479,"Odinaldo","Lemarechal","1986-06-11"
90060,"Sachem","Lemarechal","1986-06-06"
456545,"Youssef","Lemarechal","1986-09-20"
443876,"Isaac","Lemarechal","1986-02-15"
20753,"Lalit","Lemarechal","1986-10-15"
293273,"Sasan","Lemarechal","1986-07-21"
472669,"Kellyn","Lemarechal","1986-07-25"
450393,"Torsten","Lemarechal","1986-10-05"
228987,"Breannda","Lemarechal","1986-01-29"
14724,"Aron","Lemarechal","1986-09-10"
32656,"Boriana","Lemarechal","1986-03-23"
414446,"Fai","Lemarechal","1986-10-04"
417139,"Yuchang","Lemarechal","1986-10-01"
237025,"Mingsen","Lemarechal","1986-01-24"
487831,"Urs","Lemarechal","1986-05-21"
446559,"Dekang","Lemarechal","1986-06-29"
29517,"Satosi","Lenart","1986-07-26"
499997,"Berhard","Lenart","1986-04-21"
25237,"Monique","Lenart","1986-02-01"
472594,"Fayez","Lenart","1986-07-16"
254343,"Masamitsu","Lenart","1986-09-02"
103023,"Kolar","Lenart","1986-04-19"
101811,"Chaoyi","Lenart","1986-01-31"
85203,"Joydip","Lenart","1986-06-14"
282152,"Zine","Lenart","1986-02-19"
465311,"Mitchel","Lenart","1986-01-31"
250642,"Boriana","Lenart","1986-10-29"
12276,"Yongmin","Lenart","1986-08-12"
433708,"Kyoichi","Lenart","1986-07-11"
103447,"Fumiko","Lenart","1986-08-20"
469164,"Baruch","Lenart","1986-03-29"
407797,"Martins","Lenart","1986-11-21"
213426,"Demin","Lenart","1986-04-28"
431844,"Hatem","Lenart","1986-01-26"
59687,"Richara","Lenart","1986-10-24"
466490,"Masako","Lenart","1986-01-13"
232141,"Tesuya","Lenart","1986-01-05"
252267,"Qunsheng","Lenart","1986-06-09"
490630,"Sadok","Lenart","1986-01-07"
493620,"Douadi","Lenart","1986-02-26"
434805,"Holgard","Lenart","1986-08-01"
435063,"Troy","Lenart","1986-04-08"
444608,"Dhritiman","Lenart","1986-06-28"
23023,"Premsyl","Lenart","1986-06-30"
280928,"Yunming","Lenart","1986-02-17"
437462,"Licheng","Lenart","1986-02-04"
51567,"Subir","Leonhardt","1986-11-30"
232893,"Arif","Leonhardt","1986-06-19"
233413,"Wuxu","Leonhardt","1986-11-19"
239355,"Zissis","Leonhardt","1986-11-14"
428898,"Bedrich","Leonhardt","1986-04-09"
84294,"Gretta","Leonhardt","1986-03-26"
494946,"Arvind","Leonhardt","1986-01-09"
243693,"Hideyuki","Leonhardt","1986-12-20"
404883,"Marie","Leonhardt","1986-12-14"
234572,"Brendon","Leonhardt","1986-04-11"
224734,"Aluzio","Leonhardt","1986-10-25"
202109,"Ishfaq","Leonhardt","1986-05-30"
242862,"Mario","Leonhardt","1986-05-03"
212425,"Aiichiro","Leonhardt","1986-11-10"
87524,"Hilary","Leonhardt","1986-09-28"
464120,"Yakichi","Leonhardt","1986-08-06"
25702,"Marko","Leonhardt","1986-02-25"
455974,"Sasan","Leonhardt","1986-01-25"
421737,"Xiadong","Leonhardt","1986-03-10"
454135,"Aruna","Leonhardt","1986-05-11"
107682,"Georgi","Leonhardt","1986-06-20"
416001,"Zeljko","Leonhardt","1986-08-16"
286724,"Zhigen","Leonhardt","1986-02-12"
287686,"Yefim","Leonhardt","1986-05-08"
30843,"Monique","Leppanen","1986-02-12"
287481,"Charmane","Leppanen","1986-08-14"
414328,"Xiaopeng","Leppanen","1986-10-26"
415846,"Randi","Leppanen","1986-12-18"
252695,"Alejandro","Leppanen","1986-02-26"
210765,"Yuguang","Leppanen","1986-03-02"
491835,"Hideyuki","Leppanen","1986-01-14"
252195,"Chenyi","Leppanen","1986-06-12"
224752,"Fumitaka","Leppanen","1986-11-23"
232560,"Nevin","Leppanen","1986-06-13"
14747,"Toong","Leppanen","1986-02-01"
211445,"Pramod","Leppanen","1986-09-09"
441371,"Vidya","Leppanen","1986-05-14"
266581,"Gonzalo","Leppanen","1986-11-21"
221593,"Hongzhu","Leppanen","1986-12-05"
465626,"Eldridge","Leppanen","1986-12-30"
278989,"Tomoyuki","Leppanen","1986-12-27"
447480,"Maik","Leppanen","1986-10-22"
51193,"Sergi","Leppanen","1986-04-28"
438390,"Shridhar","Leppanen","1986-06-20"
285351,"Aiichiro","Leppanen","1986-03-31"
251185,"Neven","Leppanen","1986-12-30"
485376,"Ghassan","Leppanen","1986-07-30"
467866,"Eben","Leppanen","1986-05-30"
212587,"Jeong","Leslie","1986-03-06"
245083,"Satyanarayana","Leslie","1986-04-11"
483211,"Lobel","Leslie","1986-12-27"
429347,"Christophe","Leslie","1986-12-15"
212702,"Pascal","Leslie","1986-12-22"
454101,"Anneke","Leslie","1986-11-16"
96534,"Fumiyo","Leslie","1986-08-27"
60536,"Nimmagadda","Leslie","1986-10-22"
83876,"Murthy","Leslie","1986-12-16"
430517,"Feixiong","Leslie","1986-09-24"
436372,"Abdelkader","Leslie","1986-10-19"
207661,"Hairong","Leslie","1986-05-15"
261337,"Deniz","Leslie","1986-05-28"
18198,"Matk","Leslie","1986-12-23"
228372,"Shigeu","Leuchs","1986-09-25"
11548,"Nahid","Leuchs","1986-05-16"
444447,"Chuanti","Leuchs","1986-06-19"
487639,"Jianhao","Leuchs","1986-07-24"
445750,"Candida","Leuchs","1986-10-04"
474842,"Xuejia","Leuchs","1986-06-27"
246465,"Apostol","Leuchs","1986-03-17"
107161,"Shawna","Leuchs","1986-09-08"
290461,"Freyja","Leuchs","1986-04-16"
213733,"Susanne","Leuchs","1986-12-07"
30778,"Anyuan","Leuchs","1986-03-31"
288720,"Lein","Leuchs","1986-06-01"
425029,"Tianruo","Leuchs","1986-04-16"
32188,"KayLiang","Leuchs","1986-07-20"
223172,"Yannik","Leuchs","1986-03-16"
450792,"Satyanarayana","Leuchs","1986-05-31"
93751,"Dinkar","Leuchs","1986-10-05"
26698,"Tayeb","Leuchs","1986-07-14"
210830,"Salvador","Leuchs","1986-06-06"
43543,"Tomofumi","Leuchs","1986-05-29"
459945,"Naraig","Leuchs","1986-03-07"
233408,"Neven","Leuchs","1986-08-08"
422531,"Perry","Leuchs","1986-11-04"
101114,"Jinpo","Leuchs","1986-12-27"
445176,"Berni","Leuchs","1986-11-21"
209022,"Laurentiu","Leuchs","1986-05-12"
230371,"Behnaam","Levasseur","1986-03-11"
246842,"Jeanna","Levasseur","1986-04-12"
463418,"Baocai","Levasseur","1986-05-15"
444089,"Ramalingam","Levasseur","1986-11-28"
219696,"Gad","Levasseur","1986-11-26"
77832,"Yaghout","Levasseur","1986-08-15"
52282,"Saeed","Levasseur","1986-09-30"
267333,"Pranav","Levasseur","1986-12-16"
455640,"Takushi","Levasseur","1986-11-14"
420627,"Tonia","Levasseur","1986-12-01"
242535,"Nagui","Levasseur","1986-09-10"
466001,"Ashish","Levasseur","1986-12-21"
44696,"Trygve","Levasseur","1986-09-30"
59012,"Demin","Levasseur","1986-10-02"
285597,"Kellie","Levasseur","1986-10-14"
245401,"Billur","Levasseur","1986-10-01"
19946,"Owen","Levasseur","1986-01-28"
234565,"Alassane","Levasseur","1986-11-03"
472598,"Xuejun","Levasseur","1986-12-24"
486178,"Chikako","Levasseur","1986-01-11"
402839,"Constantino","Levasseur","1986-05-24"
251929,"Gurbir","Levasseur","1986-09-08"
94486,"Fumiyo","Levasseur","1986-03-06"
407504,"Shigehiro","Levasseur","1986-07-24"
52942,"Alain","Levasseur","1986-02-22"
99964,"Maia","Levasseur","1986-12-12"
226620,"Nalini","Levasseur","1986-10-01"
44922,"Kellyn","Levasseur","1986-01-07"
33733,"Premsyl","Levasseur","1986-01-17"
22322,"Kwok","Levergood","1986-09-20"
208059,"Fen","Levergood","1986-03-30"
450610,"Wayne","Levergood","1986-05-05"
470880,"Zsolt","Levergood","1986-12-07"
61753,"Pantung","Levergood","1986-06-30"
253541,"Hidde","Levergood","1986-04-17"
412586,"Suebskul","Levergood","1986-11-19"
250915,"Avishai","Levergood","1986-01-07"
451505,"Kerryn","Levergood","1986-09-27"
254361,"Vugranam","Levergood","1986-01-04"
265249,"Jacqueline","Levergood","1986-07-03"
207689,"Zongyan","Levergood","1986-08-04"
56860,"Evgueni","Levergood","1986-05-28"
420839,"Randi","Levergood","1986-01-12"
210112,"Wonhee","Levergood","1986-12-14"
216380,"Van","Lichtman","1986-09-27"
269548,"Mara","Lichtman","1986-10-05"
423327,"Constantijn","Lichtman","1986-07-02"
261088,"Zejun","Lichtman","1986-06-25"
432472,"Kristof","Lichtman","1986-05-24"
61513,"Oscar","Lichtman","1986-05-11"
438220,"Shaunak","Lichtman","1986-12-18"
414344,"Saeko","Lichtman","1986-08-15"
415598,"Stella","Lichtman","1986-09-29"
262132,"Genevieve","Lichtman","1986-12-16"
228510,"Jongsuk","Lichtman","1986-12-27"
419387,"Frazer","Lichtman","1986-07-31"
233143,"Ranga","Lichtman","1986-03-19"
85155,"Bikash","Lichtman","1986-11-21"
97101,"Josyula","Lichtman","1986-12-12"
431360,"Shirish","Lichtman","1986-09-12"
458468,"Kasturi","Lichtman","1986-05-23"
450800,"Kazuhiko","Lichtman","1986-12-26"
480584,"Bernardo","Lichtman","1986-07-26"
33675,"Wojceich","Lichtman","1986-02-09"
284122,"Leah","Lichtman","1986-04-19"
201888,"Mizuhito","Lichtman","1986-10-06"
256112,"Shuzo","Lichtman","1986-07-12"
11435,"Utpal","Lichtman","1986-10-15"
11738,"Tadahiro","Lichtman","1986-06-19"
429522,"Kristine","Lichtner","1986-05-20"
475475,"Baruch","Lichtner","1986-05-11"
28753,"Leaf","Lichtner","1986-03-27"
297296,"Ronnie","Lichtner","1986-05-15"
17470,"Genevieve","Lichtner","1986-07-23"
236190,"Ugo","Lichtner","1986-10-03"
224900,"Mohua","Lichtner","1986-01-20"
52115,"Sigeru","Lichtner","1986-07-19"
56819,"Barton","Lichtner","1986-12-06"
35495,"Monique","Lichtner","1986-07-07"
295677,"Leon","Lichtner","1986-03-30"
61116,"Huei","Lichtner","1986-06-16"
231534,"Masadi","Lichtner","1986-10-29"
104642,"Maren","Lichtner","1986-03-05"
297173,"Chinhyun","Lichtner","1986-04-08"
104745,"Hongzhu","Lichtner","1986-08-23"
210222,"Yoshinari","Lichtner","1986-02-16"
433974,"Hilari","Lichtner","1986-06-19"
249975,"Fox","Lichtner","1986-11-01"
240255,"Perla","Lichtner","1986-12-21"
447170,"Ohad","Lichtner","1986-05-11"
95292,"Marsal","Lichtner","1986-06-28"
236898,"Kiyokazu","Lichtner","1986-08-10"
405889,"Apostol","Lichtner","1986-05-03"
474769,"Aloys","Lichtner","1986-04-07"
88679,"Genta","Lichtner","1986-04-15"
473645,"Richard","Lichtner","1986-12-14"
267363,"Eberhardt","Lichtner","1986-09-12"
475789,"Tuval","Lichtner","1986-07-31"
247902,"Francesca","Lieberherr","1986-05-27"
